raw_id	accession	bp_id	contributors	model	owner_abbreviation	owner_text	owner_url	package	package_name	paragraph	prefixed_id	primary_id	samp_name	sra_id	status	status_date	synonym	table_caption	taxonomy_id	taxonomy_name	title
13478106	SAMEA104726375			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726375	SAMEA104726375		ERS2327758		2019-12-07T11:11:50.600			410658	soil metagenome	Crete soil metagenome
13478107	SAMEA104726376			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726376	SAMEA104726376		ERS2327759		2019-12-07T11:11:50.647			410658	soil metagenome	Crete soil metagenome
13478108	SAMEA104726377			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726377	SAMEA104726377		ERS2327760		2019-12-07T11:11:50.677			410658	soil metagenome	Crete soil metagenome
13478109	SAMEA104726378			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726378	SAMEA104726378		ERS2327761		2019-12-07T11:11:50.707			410658	soil metagenome	Crete soil metagenome
13478110	SAMEA104726379			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726379	SAMEA104726379		ERS2327762		2019-12-07T11:11:50.740			410658	soil metagenome	Crete soil metagenome
13478111	SAMEA104726380			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726380	SAMEA104726380		ERS2327763		2019-12-07T11:11:50.770			410658	soil metagenome	Crete soil metagenome
13478112	SAMEA104726381			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726381	SAMEA104726381		ERS2327764		2019-12-07T11:11:50.817			410658	soil metagenome	Crete soil metagenome
13478113	SAMEA104726382			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726382	SAMEA104726382		ERS2327765		2019-12-07T11:11:50.850			410658	soil metagenome	Crete soil metagenome
13478114	SAMEA104726383			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726383	SAMEA104726383		ERS2327766		2019-12-07T11:11:50.880			410658	soil metagenome	Crete soil metagenome
13478115	SAMEA104726384			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726384	SAMEA104726384		ERS2327767		2019-12-07T11:11:50.910			410658	soil metagenome	Crete soil metagenome
13478116	SAMEA104726385			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726385	SAMEA104726385		ERS2327768		2019-12-07T11:11:50.943			410658	soil metagenome	Crete soil metagenome
13478117	SAMEA104726386			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726386	SAMEA104726386		ERS2327769		2019-12-07T11:11:50.973			410658	soil metagenome	Crete soil metagenome
13478118	SAMEA104726387			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726387	SAMEA104726387		ERS2327770		2019-12-07T11:11:51.003			410658	soil metagenome	Crete soil metagenome
13478119	SAMEA104726388			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726388	SAMEA104726388		ERS2327771		2019-12-07T11:11:51.037			410658	soil metagenome	Crete soil metagenome
13478120	SAMEA104726389			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726389	SAMEA104726389		ERS2327772		2019-12-07T11:11:51.083			410658	soil metagenome	Crete soil metagenome
13478121	SAMEA104726390			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726390	SAMEA104726390		ERS2327773		2019-12-07T11:11:51.113			410658	soil metagenome	Crete soil metagenome
13478122	SAMEA104726391			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726391	SAMEA104726391		ERS2327774		2019-12-07T11:11:51.147			410658	soil metagenome	Crete soil metagenome
13478123	SAMEA104726392			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726392	SAMEA104726392		ERS2327775		2019-12-07T11:11:51.177			410658	soil metagenome	Crete soil metagenome
13478124	SAMEA104726393			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726393	SAMEA104726393		ERS2327776		2019-12-07T11:11:51.207			410658	soil metagenome	Crete soil metagenome
13478125	SAMEA104726394			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726394	SAMEA104726394		ERS2327777		2019-12-07T11:11:51.240			410658	soil metagenome	Crete soil metagenome
13478126	SAMEA104726395			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726395	SAMEA104726395		ERS2327778		2019-12-07T11:11:51.287			410658	soil metagenome	Crete soil metagenome
13478127	SAMEA104726396			Generic		EBI		Generic.1.0	Generic	metagenome from Crete soil	BIOSAMPLE:SAMEA104726396	SAMEA104726396		ERS2327779		2019-12-07T11:11:51.317			410658	soil metagenome	Crete soil metagenome
